sentence,answer,direction,difficulty,itemId,corpusId,form,itemNum,itemId_old
Many dogs drive trucks on the highway.,FALSE,left,medium,aiv3_form8_50,aiv3,8,50,AI-pset-43-10
Ice cubes can sprint really fast.,FALSE,left,medium,aiv3_form8_51,aiv3,8,51,AI-pset-22-11
Ice can always be very hot.,FALSE,left,medium,aiv3_form8_52,aiv3,8,52,AI-pset-29-12
Nearly all bakeries have ovens.,TRUE,right,medium,aiv3_form8_53,aiv3,8,53,AI-pset-32-12
Nests are built by birds to lay their eggs.,TRUE,right,medium,aiv3_form8_54,aiv3,8,54,AI-pset-41-3
"Clouds in the sky can bring rain, snow, or shade.",TRUE,right,medium,aiv3_form8_55,aiv3,8,55,AI-pset-38-11
Roads devour ice-cream cones.,FALSE,left,medium,aiv3_form8_56,aiv3,8,56,AI-pset-42-1
Humans often prepare meals with vegetables.,TRUE,right,medium,aiv3_form8_57,aiv3,8,57,AI-pset-28-12
Foggy mornings are always clear.,FALSE,left,medium,aiv3_form8_58,aiv3,8,58,AI-pset-43-1
People can wear hats to protect their heads from the sun.,TRUE,right,medium,aiv3_form8_59,aiv3,8,59,AI-pset-5-4
Ice turns into fire when it melts.,FALSE,left,medium,aiv3_form8_60,aiv3,8,60,AI-pset-44-2
Rabbits have long ears.,TRUE,right,hard,aiv3_form8_61,aiv3,8,61,AI-pset-29-8
Roads love to color with black crayons.,FALSE,left,medium,aiv3_form8_62,aiv3,8,62,AI-pset-3-5
Rivers flow into seas.,TRUE,right,hard,aiv3_form8_63,aiv3,8,63,AI-pset-24-9
Jewelry is often worn for decoration.,TRUE,right,hard,aiv3_form8_64,aiv3,8,64,AI-pset-35-10
Spices make food flavorful.,TRUE,right,hard,aiv3_form8_65,aiv3,8,65,AI-pset-14-11
Apples are always sour.,FALSE,left,hard,aiv3_form8_66,aiv3,8,66,AI-pset-39-13
Swimming is a sport that you play with a bicycle.,FALSE,left,hard,aiv3_form8_67,aiv3,8,67,AI-pset-48-6
Doctors often give patients medicine and advice.,TRUE,right,hard,aiv3_form8_68,aiv3,8,68,AI-pset-26-2
Apples are tasty fruits that come in many varieties.,TRUE,right,hard,aiv3_form8_69,aiv3,8,69,AI-pset-7-1
Sunflowers are tiny flowers that turn their roots to follow the moon.,FALSE,left,hard,aiv3_form8_70,aiv3,8,70,AI-pset-50-1
